"동작구, 사당3동·상도2동 주민센터 재건축","[헤럴드경제=최정호 기자]동작구(구청장 이창우)가 건립된 지 30년이 넘은 사당3동, 상도2동 주민센터 재건축에 착수했다. 1987년 건립된 상도2동 주민센터는 기존 청사 연면적이 636㎡로 관..."
"종로구, 막혀있는 빗물받이·하수도 ‘뻥’ 뚫는다",[헤럴드경제=최정호 기자]종로구가 여름철 침수 피해를 예방하고 악취발생 요인을 사전 제거하기 위해 하수도 및 빗물받이 준설공사에 나선다. 종로구는 30일 광화문 일대를 포함한 유동인구...
"동대문구, 스마트 재난안전상황실 시스템 구축",[헤럴드경제=최정호 기자]동대문구(구청장 유덕열)가 기후 변화와 재난에 선제적 대응이 가능하도록 영상회의 시스템을 포함한 스마트 재난안전상황실 시스템 구축에 나선다. 동대문구는 재...
"서울시, 잠실야구장 원정팀 낙후시설 보수 완료",서울시 잠실야구장이 '2022 프로야구' 잠실 개막전을 앞두고 총 27억원을 들여 대대적인 시설 개선공사를 마무리했다. 야구계의 숙원이었던 원정팀 낙후시설을 전면 개선해 선수들이 경기에 ...
"동작구, 냉·난방에 충전기·UV살균까지 ‘스마트 버스정류장’ 만든다",[헤럴드경제=최정호 기자]동작구(구청장 이창우)가 숭실대입구역 3번 출구에 있는 버스정류장에 다양한 스마트 기술을 접목한 ‘동작구 스마트 쉼터’를 조성하고 시범 운영에 나섰다. 미세...
"종로구, 국가유공자 장례용품 지원",[헤럴드경제=최정호 기자]종로구가 ‘국가유공자 장례서비스 지원 사업’을 시행한다고 28일 밝혔다. 나라를 위해 희생공헌한 국가유공자를 예우하고 마지막 순간을 지원함으로써 이들에 대...
사가정역 먹자골목  ‘사가정51길’로 새단장,[헤럴드경제=최정호 기자]중랑구 먹자골목이 ‘사가정51길’로 새롭게 단장했다. 먹자골목 상권 특색을 살리면서도 만남과 소통의 장소로 정비한 것이다. 중랑구(구청장 류경기)는 28일 사가...
"서울시, 텃밭에서 먹거리 기르고 스트레스도 풀어요",[헤럴드경제=최정호 기자]텃밭을 만들고 수확하면서 스트레스를 풀 수 있는 ‘치유농업 장기프로그램’이 운영된다. 서울시는 스트레스로 인해 휴식이 필요한 서울 시민들을 대상으로 텃밭 ...
"은평구, 1천6백개 노후건물 '안전점검' 시행",은평구(구청장 김미경)는 소규모 노후 건축물을 대상으로 ‘찾아가는 안전점검’을 시행한다. 소규모 건춘물은 각종 법령 등에서 정한 건축물 안전점검대상에서 제외돼 상대적으로 안전관리...
"서초역~강남역 서초대로 일대, 서리풀터널 개통 대응 재정비",강남역부터 교대역을 거쳐 서초역까지 이르는 서초대로 일대 지구단위계획안이 마련됐다. 서울시는 지난 23일 열린 서울시 도시·건축공동위원회에서 '서초로 지구단위계획 결정변경안'을 수...
"노원구, 청년 취업지원 ‘노원찬스 3’ 프로그램 가동",[헤럴드경제=최정호 기자]서울 노원구(구청장 오승록)가 미취업 청년에게 취업장려금 50만원과 추가 혜택을 제공하는 ‘노원찬스 3’ 사업을 실시한다고 24일 밝혔다. ‘노원찬스 3’은 노원...
청와대 인근 '경복궁서측' 장기 미집행 주차장계획 폐지,"서울시는 지난 23일 제4차 도시·건축공동위원회를 열고, 종로구 효자동 196-2번지에 대한 경복궁서측 지구단위계획구역 내 도시계획시설(주차장) 변경 결정을 '원안가결' 했다고 24일 밝혔다..."
"종로구, 관내 6개 하천 해빙기 안전점검 실시",[헤럴드경제=최정호 기자]종로구가 쾌적한 자연환경을 제공하고 위험 요소를 사전에 정비하는 ‘2022 해빙기 하천점검’에 나선다. 얼었던 땅이 녹으면서 지반이 약해지는 시기에 하천에서 ...
"서울시, 150가구 미만 소규모 공동주택 안전점검 비용 전액 지원",서울시가 안전관리 사각지대에 있는 150가구 미만 소규모 공동주택에 대한 안전점검 비용을 전액 지원한다고 24일 밝혔다. 올해는 67개 단지(156개동)의 안전점검에 나설 계획이다. 서울시에...
"서울역 북부 철도 유휴지, 38층 고밀복합개발 본격화",(서울=뉴스1) 박승희 기자 = 13년여 간 표류했던 '서울역 북부역세권' 사업의 도시관리계획 변경 결정이 마무리됐다. 2만9000㎡에 이르는 철도 유휴부지에 최고 38층 높이의 고밀복합개발이 ...
"서울시, 성북구 동선지구중심 지역개발 규제 푼다",[서울경제] 서울시는 23일 제4차 도시·건축공동위원회에서 성북구 동선지구중심 지구단위계획 결정안을 수정가결했다고 밝혔다. 대상지는 지하철 4호선 및 우이신설경전철이 교차하는 더블역...
"도봉구, 친환경 상자텃밭 1700세트 보급","[헤럴드경제=최정호 기자]도봉구(구청장 이동진)가 ‘친환경 상자텃밭’ 1700세트를 보급한다. ‘친환경 상자텃밭’은 도봉구민 또는 교육기관, 공공기관 등 도봉구 소재 단체 누구나 신청 ..."
공덕동 방치된 빈집 문화공간으로 대변신,[헤럴드경제=최정호 기자]공덕동의 방치된 빈 집이 문화예술 공간으로 변신한다.마포구(구청장 유동균)는 마포문화재단과 함께 24일 공덕동에 장기간 방치된 빈집을 허물고 문화예술 공간으...
서울 장승배기역 일대 공동주택 307세대 들어선다,기사내용 요약 장승배기역 역세권 활성화사업 계획안 수정 가결 서초대로변 법원단지 일대 7층 층수 제한 삭제 [서울=뉴시스] 조현아 기자 = 지하철 7호선 장승배기역 일대에 도심형 주택 30...
"동작구, 자발적 임대료 인하 ‘착한 임대인’에게 100만원 드려요",[헤럴드경제=최정호 기자]동작구(구청장 이창우)가 자발적으로 점포 임대료를 인하한 임대인에게 최대 100만원 상당의 서울사랑상품권을 지급하는 ‘착한 임대인 지원 사업’을 추진한다고 2...
"종로구, 도심 좁은 공간에서도 채소 기를 수 있는 상자텃밭 1500세트 보급","[헤럴드경제=최정호 기자]종로구가 친환경 상자텃밭 1500세트를 구민들에게 제공한다. 종로구는 23일 주민과 관내 소재 기관, 단체 등을 대상으로 ‘2022년 친환경 상자텃밭’ 보급 사업을 ..."
우이동 일대 '우이령공원' 신설..휴식·체험공간 들어선다,[이데일리 신수정 기자] 서울 강북구 우이동 일대에 우이령공원이 들어선다. 북한산국립공원 둘레길과 우이령숲속문화마을을 연결하는 순환동선체계를 완성시킬 전망이다. 서울시는 지난 16...
서울 광진구 어린이대공원 고도지구 폐지,"[파이낸셜뉴스] 서울 광진구 능동·구의동 일대 어린이대공원 주변 지역의 고도지구가 폐지된다. 서울시는 제3차 도시계획위원회를 열고, 이런 내용을 포함한 도시관리계획(용도지구) 변경결..."
강남구 율현동 그린벨트 훼손지역 공원으로 탈바꿈,강남구 율현동 개발제한구역(그린벨트) 훼손지역이 공원으로 탈바꿈한다. 서울시는 전일 개최한 제3차 도시계획위원회에서 강남구 율현동 145-3번지 일대 개발제한구역 훼손지역을 공원으로 ...
"방배14구역, 최고 15층 487가구로 탈바꿈","서울 방배14구역이 최고 15층, 487가구 아파트로 재탄생한다. 서울시는 16일 제3차 도시계획위원회를 열고 서초구 방배동 975-35번지 일대 '방배14구역 주택재건축 정비계획 변경안'을 수정..."
사가정역·왕십리역 일대 역세권 활성화 선정…400가구 공급,서울시는 올해 첫 역세권 활성화사업 신규 대상지로 중랑구 사가정역·성동구 왕십리역 일대 2개소를 선정했다고 14일 밝혔다. 역세권 활성화사업은 입지요건을 만족하는 역세권(승강장 경계...
"남양주→서울역 단 52분…4호선 진접선, 10년 만에 19일 개통",‘지역 숙원사업‘ 실현되며 남양주 부동산도 ‘껑충’     지하철 4호선 연장 진접선 신설역인 진접역의 출입구 선큰 구조물. [연합뉴스]        당고개역부터 신설역인 남양주 ...
"서울시, 지상철도 단계적 지하화..""가용지 부족 해결""",[이데일리 신수정 기자] 서울시가 지상철도를 지하화해 도심의 새로운 활력공간으로 전환할 계획이다. 3일 서울시는 미래공간전략을 담은 ‘2040 서울시 기본계획(안)’을 발표했다. 시는 도...
"방치된 노량진 취수장, 루프탑 문화 공간으로 바뀐다",서울 동작구는 한강에 인접한 옛 노량진취수장을 리모델링해 수변 문화시설을 조성한다고 25일 밝혔다. 노량진취수장은 1974년 준공된 시설로 1992년 취수를 중단한 이후 자재창고로 이용돼 ...
금천구에 810병상 규모 대형 종합병원 들어선다,"[헤럴드경제=최정호 기자]금천구 옛 대한전선 부지에 대형 종합병원이 들어온다. 금천구는 25일 금천구청역 앞 시흥동 996번지 일대, 옛 대한전선 부지에 종합병원을 만드는 내용의 건축허가..."
서울 목동 홈플러스 일대 특별계획구역 지정,"[파이낸셜뉴스] 서울시는 제2차 도시·건축공동위원회를 열고, 양천구 목동 919-7 외 1필지를 특별계획구역으로 지정하는 지구단위계획 결정(변경안)을 '수정가결' 했다고 24일 밝혔다. 목동..."
서울 신대방동에 노인여가복지시설 조성한다... 도로폭도 ‘확대’,"서울 신대방동에 노인여가복지시설이 조성되고, 신대방1가길변 도로의 폭도 확대된다. 24일 서울시는 전날 개최한 제2차 도시·건축공동위원회에서 대림지구 지구단위계획 결정(변경)(안) 및 ..."
금천구 시흥동 기아차부지 개발 속도…공동주택 299가구도,[서울경제] 서울 금천구는 시흥동 기아자동차부지에 공동주택 299가구와 지식산업센터 등을 조성하는 특별계획구역 세부 개발계획이 확정됐다고 22일 밝혔다. 시흥동 996-3번지 일대 부지에...
"서울 상도역 일대 공동주택 1,080세대 건립",서울 지하철 7호선 상도역 일대에 최고 35층 규모의 공동주택 1천80세대가 들어선다. 방학역과 미아역 일대에도 공공임대주택과 생활인프라시설이 조성된다. 서울시는 지난 17일 제2차 도시·...
4호선 미아역 역세권 활성화…도심형 주택 260가구 공급,지하철 4호선 미아역 역세권에 주거복합시설이 들어선다. 서울시는 17일 제2차 도시·건축공동위원회 수권소위원회를 열고 강북구 미아동 195 일대 '미아역 역세권 활성화사업'에 대한 지구단...
도봉구 방학역세권 지구단위계획 확정,[이데일리 신수정 기자] 서울 도봉구 방학역세권에 지구단위계획이 확정됐다. 도봉동 622-8 외 1필지 위치도. (사진=서울시) 서울시는 17일 제2차 도시·건축공동위원회 수권소위원회를 통해 ...
서울 상봉 역세권 247가구 주상복합 짓는다,"[파이낸셜뉴스] 서울 상봉역 역세권 일대에 247가구를 포함한 주상복합 건물이 들어선다.    서울시는 제2차 서울특별시 도시재정비위원회를 열고, ‘상봉재정비촉진지구 상봉존치3..."
"강북구 장미원시장 일대, '주택성능개선지원구역' 지정",기사내용 요약 서울가꿈주택 사업 집수리 보조금·융자금 지원 [서울=뉴시스] 조현아 기자 = 서울 강북구 수유동 장미원시장 일대가 주택성능개선지원구역으로 지정됐다. 서울시는 지난 15일 ...
"서울시, 청년·신혼부부 위한 주거 지원 총망라 '가이드북' 발간",서울시가 기관별로 제각각 흩어져있는 청년‧신혼부부 관련 주거지원 정책을 총망라해 담은 자료를 무료로 배포한다. 서울시는 '청년‧신혼부부를 위한 주거지원사업 가이드북'을 ...
"강북구 ""부동산 중개사무소 개설 등록 하루면 OK""",서울 강북구청 전경[서울 강북구 제공. 재판매 및 DB 금지]    (서울=연합뉴스) 고현실 기자 = 서울 강북구(구청장 박겸수)가 부동산 중개사무소 개설 등록 처리 기간을 기존 7일에서 1일로 ...
"강남구, 50년 넘게 방치된 돌산공원 부지 체육공원으로",[서울경제] 강남구가 50년 넘게 방치돼온 세곡동 내 부지에 돌산체육공원 조성공사를 내달부터 시작한다고 14일 밝혔다. 세곡동 4만3968㎡ 면적의 이 부지는 지난 1971년 공원부지로 결정됐...
"서울시, 수요자 맞춤형 '기부채납 건물' 공급한다",[이데일리 신수정 기자] 2018년 완공된 중랑 역세권 청년주택은 또 다시 ‘청소년 커뮤니티 공간’ 조성을 위한 공간기획과 예산을 마련하고 있다. 최근 2018년 정해졌던 역세권 청년주택 사...
"서울시, 종합병원 용적률 완화…의료시설 도시계획 지원방안 마련","서울시는 종합병원이 감염병 전담 병상 등 공공 필수 의료시설을 확충할 수 있도록 '서울시 종합의료시설 도시계획 지원방안'을 시행한다고 14일 밝혔다. 대상은 종합병원 또는 300병상, 7개..."
"""혼족이면 커뮤니티 무료로 이용한다""…주방·카페·세탁소까지","[강동구1인가구지원센터 14일 오픈] 1인 가구들이 무료로 이용할 수 있는 커뮤니티 시설들이 늘어나고 있다. 강동구(구청장 이정훈)는 '혼족'들이 맘껏 이용할 수 있는 공유주방, 북카페 등..."
GTX-C 차질에 복합개발 영향 받나…창동역 환승센터도 지상화,(서울=뉴스1) 금준혁 기자 = 서울 도봉구가 수도권광역급행철도(GTX)-C노선 지상화에 반발해 국민감사를 청구한 가운데 창동역에 들어설 예정인 복합환승센터도 지상에 자리잡는다. 창동역 ...
서울 쌍문동 '역세권 청년주택' 2월 공급,서울 도봉구 쌍문동에 청년층과 신혼부부를 위한 '역세권 청년주택'이 공급된다. 2월 청약을 받은 후 3월 입주할 예정이다. 역세권 청년주택은 대중교통 중심인 역세권에 공공과 민간이 협력...
금호동 재개발 '활기'…21구역에 1183가구,노후 주택이 몰려 있는 서울 성동구 금호동 일대에 재개발 사업이 활기를 띠고 있다. 최근 주민설명회가 열린 금호21구역은 오는 6월께 최종 정비계획안이 마련될 예정이어서 개발 기대가 높...
도봉구 '창동민자역사' 12년 만에 공사 재개…2025년 준공 목표,[서울경제] 10년 이상 공사가 중단됐던 도봉구 창동민자역사가 오는 4월부터 공사가 재개된다. 창동민자역사는 2025년 5월 준공을 목표로 하고 있다. 28일 도봉구청에 따르면 창동민자역사가...
면목·상봉역 일대 패션·봉제 메카로 거듭난다,[헤럴드경제=최정호 기자]패션 관련 소형 봉제 업체들이 모인 지하철 면목역과 상봉역 일대가 패션 특정개발진흥지구로 지정됐다. 서울시는 지난 26일 제1차 도시·건축공동위원회를 개최하고...
'강북 코엑스' 서울역 북부역세권 본격 시동…이르면 내년 착공,"'강북 코엑스'로 불리는 서울역 북부역세권 개발이 13여년 만에 본 궤도에 오른다. 2만9000㎡에 이르는 철도 유휴부지에 최고 38층 높이의 고밀 복합개발이 이뤄지는 것으로, 향후 장기적으..."
보라매공원역 역세권에 공동주택 306가구 들어선다,올 5월 개통예정인 신림선 보라매공원역 역세권에 34층 규모의 아파트 306가구가 들어선다. 서울시는 26일 제1차 도시·건축공동위원회를 열고 동작구 신대방동 498-24 일원 ‘역세권 주택 및...
신정동 국민임대주택단지내 ‘골프연습장’ 허용,"[이데일리 강신우 기자] 서울시는 지난 26일 제1차 도시·건축공동위원회를 열고 서울 신정3 국민임대주택단지 지구단위계획 변경안을 수정, 가결했다고 27일 밝혔다. 위치도.(사진=서울시) ..."
방배15구역 2종 7층 규제완화해 1600가구 공급,[이데일리 신수정 기자] 방배 15구역을 재건축해 1600가구를 공급한다. 서울시에서 발표한 2종 7층 규제완화를 적용한 첫 사례다. 서울시는 지난 19일 제1차 도시계획위원회를 개최해 서초구...
서울 종로구 창신2 주택재개발 정비예정구역 해제,"[파이낸셜뉴스] 서울 종로구 창신2 주택재개발 정비예정구역이 해제된다. 서울시는 지난 19일 제1차 서울시 도시계획위원회를 열고, '창신2 주택재개발 정비예정구역 해제 심의(안)'을 원안 ..."
"서소문 11·12구역, 40년만에 재개발 나선다",[헤럴드경제=최정호 기자]40년 동안 재개발 사업이 이뤄지지 않았던 서소문 11·12구역 일대에 대규모 업무 시설이 들어선다. 서울시는 19일 제1차 도시계획위원회를 열고 중구 서소문동 58-9...
"동작구, 보라매역 일대에 도심형주택 124가구 등 건립",지하철 7호선 보라매역 일대의 용도지역이 제3종일반주거지역에서 근린상업지역으로 상향돼 도심형 주택 124가구와 함께 생활 서비스시설이 건립된다. 동작구(구청장 이창우)는 지난달 22일 ...
"노후 저층주거지 동작구 '사당5구역', 507가구 아파트로",구릉지에 노후 단독주택이 몰려 있는 서울 동작구 사당동 303번지 일대 '사당5구역'이 507가구 아파트로 재탄생한다. 서울시는 제1차 건축위원회를 열고 사당5구역 주택재건축사업을 특별건...
"강북구, 신혼부부 등 '해피하우스' 입주자 모집",[파이낸셜뉴스] 강북구가 신혼부부들의 보금자리 마련을 위한 공공주택 '해피하우스' 입주자를 모집한다. 강북구청은 서울주택도시공사와 협력해 오는 14일까지 총 4곳 25가구를 모집한다고 ...
"노원구, 대학생 등 1인가구 대상 '중개보수 반값'…중개소 어디?",[77개 공인중개사무소 참여…구청 홈페이지서 위치 확인 가능] 서울 노원구는 대학생과 주거취약 1인 가구의 주거 안정을 위해 1월부터 '중개보수 반값 지원 사업'을 실시한다고 10일 밝혔다...
"서울시, 동부간선도로에 램프 신설…진출입 불편 해결",서울시는 도봉지하차도 개통으로 동부간선도로 진출입이 불편해졌다는 민원사항을 반영해 교통개선 대책을 마련했다. 동부간선도로(성수방면) 상계교 전방 수락고가에서 노원교로 진출하는 ...
관악구 신림동 일대 2024년까지 벤처창업공간 조성,서울시는 6일 제1차 도시·건축공동위원회 수권소위원회를 열고 관악구 신림동 110-10번지 외 1필지 역세권 활성화 사업의 지구단위계획구역 계획안을 수정 가결했다고 7일 밝혔다. 현재 20개...
집창촌에서 동북권 허브로… 청량리에 이어지는 개발 ‘바람’,과거 ‘588 집창촌’으로 악명 높았던 청량리역 일대에 부동산 개발 바람이 이어지고 있다. 지하철에 수도권광역급행철도(GTX)까지 갖춘 ‘메가 역세권’이 되는 호재에 정비사업 호재까지 ...
"양천구, 다세대·연립주택도 '공동주택 지원사업' 대상 포함",[서울경제] 양천구가 서울시 자치구 중 처음으로 다세대·연립주택을 지원범위에 포함시켰다고 3일 밝혔다. 구는 공동주택 지원 조례를 개정해 공동주택 지원사업 대상을 건축물 대장상 명칭...
"서울시, 올해 공원 기간제 근로자 436명 뽑는다","서울시가 올해 공원 내 녹지대, 시설물 등을 관리하는 기간제 근로자(공원 환경정비원) 436명을 공개채용한다고 3일 밝혔다. 접수 기간은 오는 24일부터 26일까지다. 응시자는 체력인증제를 ..."
용산구 옛 현대차 서비스센터 부지에 도심형 미래연구소,[서울경제] 옛 현대자동차 서비스센터 부지인 용산구 원효로4가 일대에 도심형 미래연구소가 들어선다. 31일 서울시는 지난 30일 제12차 도시·건축공동위원회 수권소위원회를 열고 용산구 원...
서울 용산 철도부지에 대학생 기숙사 공급···내년 착공,[서울경제] 정부가 서울 용산구에 소재한 철도부지에 약 750명을 수용할 수 있는 대학생 기숙사를 건립한다. 기숙사는 내년 착공 이후 2024년 1학기부터 공급된다. 국토교통부와 교육부는 30...
"노원구, 월계동 사일로 해체공사 착수…광운대역세권 개발 탄력",(서울=뉴스1) 김진희 기자 = 서울 노원구(구청장 오승록)는 지역 주민의 오랜 골칫거리였던 광운대역 부지 내 시멘트 저장시설인 사일로 해체를 본격화 한다고 29일 밝혔다. 1호선 광운대역 ...
"서울시, 강북구 우이동 일대 노후주택 집수리 지원",서울 강북구 우이동 39-2 일대가 노후 저층주거지 집수리 활성화를 위한 구역으로 지정됐다. 서울시는 23일 제6차 도시재생위원회 소규모주택수권분과위원회를 열고 이 일대를 주택성능개선...
"서울시, 시흥동 자율주택정비사업 가결",[이데일리 오희나 기자] 서울시는 금천구 시흥동 자율주택정비사업 사업시행계안에 대해 제6차 도시재생위원회 소규모주택 수권분과위원회에서 수정 가결했다고 24일 밝혔다. 이번에 가결된 ...
"서울시, 구로구 궁동 일대 친환경 주거단지 조성한다",서울시가 구로구 궁동 일대에 친환경 주거단지를 조성한다. 서울시는 전날 '제21차 도시 건축공동위원회'를 개최하고 구로구 궁동 108-1 일대 궁동 지구단위계획 결정안을 수정가결했다고 23...
보라매역 역세권 활성화 사업 속도…도심형주택 124가구 조성,"[이데일리 오희나 기자] 서울 보라매역 인근에 도심형주택 124가구가 들어선다. 보라매역 역세권 활성화사업 조감도 (사진=서울시 제공) 서울시는 제21차 도시·건축공동위원회를 개최하고, ..."
DMC홍보관 부지 활용 방안 연구용역 추진,"[이데일리 강신우 기자] 서울시는 지난 22일 제21차 도시·건축공동위원회를 열고 상암DMC 홍보관 부지 지구단위계획 운용방안을 수정, 가결했다고 23일 밝혔다 위치도.(사진=서울시) 이번 지..."
"개포우성4차, 재건축 시동…35층 1080가구 단지로",[이데일리 오희나 기자] 개포우성4차아파트가 1080가구로 탈바꿈한다. 서울시는 제18차 도시계획위원회를 개최하고 개포택지개발지구 지구단위계획 변경안과 강남구 개포우성4차아파트 주택...
"북아현3구역, 4700가구 들어선다…재개발 속도",[이데일리 강신우 기자] 서대문구 북아현동 일대에 신혼부부와 청년층 주거안정을 위한 공공주택 800여 가구를 포함한 총 4700여 가구의 대규모 주택공급이 이뤄진다. 서울시는 지난 21일 제...
도봉면허시험장 떠나고 바이오메디컬 복합단지 온다,"서울시가 수도권 동북부의 자족기능과 의료서비스를 강화하기 위해 대형병원을 유치하는 등 바이오메디컬 복합단지 조성에 나선다. 오세훈 서울시장과 안병용 의정부시장, 오승록 노원구청장..."
미아사거리역 신길음1구역에 112세대 공급,[이데일리 신수정 기자] 미아사거리역 인근의 실길음1구역에 공동주택 112세대가 들어선다. 길음동 31-1번지 일대 위치도. (사진=서울시) 서울시는 지난 21일 제12차 서울특별시 도시재정비...
"중랑구 면목동, 종로구 옥인동 등 5곳 빈집 부지 연접 개발한다",(서울=뉴스1) 박승희 기자 = 서울시와 서울주택도시공사(SH공사)가 매입한 빈집 부지에 연접 민간 부지를 통합 개발함으로써 더욱 많은 신축주택을 공급할 수 있는 사업을 확대 시행한다. 20...
서울 은평고에 38억 들여 전용체육관 짓는다,서울 은평고등학교에 전용 체육관이 들어선다. 서울시는 지난 15일 제17차 도시계획위원회를 열고 은평구 구산동 164번지 일대에 대해 도시계획시설(학교) 결정 변경안을 원안가결했다고 16...
마포구 공덕역 인근에 35층 주상복합···231가구 공급,[서울경제] 공덕역 인근에 위치한 마포구 도화동 일대에 35층 높이의 주상복합 건물이 들어선다. 16일 서울시는 지난 15일 열린 제17차 도시계획위원회에서 마포구 마포로1구역 제10지구 도...
위례선 도시철도 이달 말 착공…2025년 9월 개통,위례선 도시철도 건설사업이 이달 말 첫 삽을 뜬다. 서울시는 16일 위례선 도시철도 건설사업의 실시설계 업체로 한신공영 컨소시엄을 최종 선정하고 이달 말 공사에 착수한다고 밝혔다. 서...
‘역세권 활성화사업’ 4개소 추가…2027년까지 2만호 공급,[이데일리 신수정 기자]서울시는 대중교통이 편리한 역세권을 고밀·복합개발하는 ‘역세권 활성화사업’ 신규 대상지 4개소를 추가로 선정했다고 밝혔다. ‘역세권 활성화사업’은 입지요건...
구로세무서 이전 자리에 ‘복합청사’ 들어온다,[이데일리 강신우 기자] 서울시는 지난 9일 제20차 도시·건축공동위원회를 열고 구로구 고척동 일대에 대한 고척동 서울남부교정시설 이적지 지구단위계획 결정 및 특별계획구역 세부개발계...
"대림동 역세권, 복합개발 통해 '콤팩트시티' 탈바꿈",[파이낸셜뉴스] 서울 영등포구 대림동 993의 15 역세권이 복합개발을 통한 '콤팩트시티'로 거듭난다. 제3종일반주거지역에서 상업지역으로 용도변경을 통해 공공임대산업시설과 도심형주거시...
가양동 서진학교 증축하고 도서관 설립,[이데일리 강신우 기자] 서울시는 지난 9일 제20차 도시·건축공동위원회를 열고 강서구 가양동 1477번지 일대에 대한 가양택지개발지구 지구단위계획 변경 결정안을 수정가결했다고 10일 밝...
"양재동 양곡도매시장 부지, R&D센터 건립","서초구 양재동 양곡도매시장을 인근 부지로 옮겨 현대화하고, 해당 부지에 양재R&D센터를 건립하는 방안이 추진된다. 서울시는 전일 개최한 20차 도시건축공동위원회에서 이 같은 내용으로 ..."
당인리 화력발전소 부지에 농구장·배구장 들어선다,서울 마포구 당인리 화력발전소 부지에 복합생활체육시설이 들어선다. 서울시는 전날 '제16차 도시계획위원회'를 개최하고 마포구 당인리 화력발전소 부지 내 복합생활체육시설 건립을 위한 ...
"한강변 신반포16차, 35층 새 아파트로 재탄생",[헤럴드경제=최정호 기자]잠원동 한강변 낡은 아파트가 35층 고층 새 아파트로 변신한다. 한강변 15층 층고제한 규제를 완화하는 정책 변화의 수혜 단지가 된 것이다. 서울시는 지난 1일 제1...
성동구 마장세림아파트 996가구로 재건축,"성동구 마장동 소재 '마장세림아파트'가 최고 29층, 996가구 규모 신축 단지로 재건축한다. 서울시는 전일 개최한 16차 도시계획위원회에서 이 같은 내용으로 마장세림아파트 재건축 정비계..."
창신동 재개발 다시 뛴다…창신1·2·3·4구역 정비계획 가결,[헤럴드경제=김은희 기자] 서울 종로구 창신동 일대가 재개발 정비구역으로 지정됐다. 뉴타운(재정비촉진지구) 해제 이후 지지부진했던 창신동 일대 재개발 사업이 속도를 낼 것으로 보인다....
서소문·마포 도심 오피스+주거 복합빌딩 들어선다,[헤럴드경제=최정호 기자]서소문 낡은 빌딩과 주차타워가 19층 높이의 최신 오피스 빌딩으로 거듭난다. 서울시는 지난 1일 도시계획위원회를 열고 중구 서소문동 58-7번지 일대 서소문 구역 ...
신길2구역·인천 제물포역 등 도심복합사업 예정지구 5곳 선정,"서울 영등포구 신길2구역 등 5곳이 ‘도심 공공주택 복합사업’ 2차 예정지구로 추가됐다. 도심 공공주택 복합사업은 한국토지주택공사(LH) 등 공공이 주도해 역세권과 저층 주거지, 준공업..."
중랑구 면목동에 공공주택·마을주차장 신축,중랑구 면목동 소재 소규모 부지에 공공주택과 마을 공영주차장을 새로 짓는다. 서울시는 전일 진행한 제8차 도시재생위원회에서 이런 내용으로 중랑구 면목동 297-28 도시재생인정사업 계획...
한남2구역 사업시행인가 승인…내년 상반기 시공사 선정,한남뉴타운(한남재정비촉진구역) 2구역이 사업시행인가를 받음에 따라 계획대로 내년 상반기 중 시공사 입찰을 진행하는 등 사업이 급물살을 탈 전망이다. 용산구는 26일 한남2구역재개발사...
노량진역 일대 교육·창업 청년특화 지역으로 육성,"[이데일리 강신우 기자] 노량진역을 중심으로한 노량진동 일대가 교육과 문화, 청년특화 지역으로 변한다. 서울시는 지난 24일 제19차 도시·건축공동위원회에서 이 같은 내용의 ‘노량진지구..."
"서울시, 마곡산업단지 마지막 일반분양 2필지 공급","서울시, 마곡산업단지 마지막 일반분양 2필지 공급 서울시와 서울주택도시공사(SH)는 마곡산업단지(M-밸리)의 마지막 일반분양분을 국내외 연구개발 기업을 대상으로 분양한다고 25일 밝혔다..."
"서울 신정4구역, 1660가구 공동주택 들어선다",[파이낸셜뉴스] 서울 양천구 지하철 2호선 신정네거리역 역세권이 1660가구 규모의 주거 단지로 탈바꿈 한다. 주변 공사가 진행 중인 아파트 단지들과 함께 서울 서남부의 대규모 주거 공간...
"SH공사, 재개발임대주택 1744가구 공급",[이데일리 강신우 기자] 서울주택도시공사(SH)는 천호태영 등 140개 단지 1744가구의 재개발임대주택 입주자를 모집한다고 18일 밝혔다. 입주자 모집공고문은 19일 SH공사 홈페이지에 게시된...
5년 지연된 봉천동 480번지 일대 재개발 속도…921세대 공급,일조권 문제로 5년간 지연되고 있던 서울 관악구 봉천동 480번지 일대 재개발 사업이 속도를 내게 됐다. 서울시는 지난 15일 제14차 도시계획위원회 분과 소위원회를 열고 관악구 봉천 제4-1...
'4차산업 도시'로 도약하는 금천구 [區석區석 서울],"<앵커> 한국경제TV는 대한민국의 심장, 수도 서울의 변화하는 모습을 25개 자치구 별로 집중 보도하는 특별기획 '구석구석 서울'을 매주 전해드리고 있습니다. 이번 주에는 주요 디지털 단지..."
삼청동 일대 주차공간 생긴다···북촌 주민 편의성 ↑,[서울경제] 종로구 북촌 삼청공원 인근에 주차공간이 생기며 주민 편의성이 높아질 전망이다. 11일 서울시는 지난 10일 열린 제18차 도시·건축공동위원회에서 종로구 북촌 지구단위계획 결정...
